sample_id,line,site,lot,design,alloy,d_cond_mm,insulation,foaming,d_ins_mm,line_speed_m_min,screw_rpm,capstan_d_m,gauge_mean_mm,gauge_std_mm,gauge_period_m,gauge_ripple_um,a_true,b_true,c_true,z_true,k_prox_true,lot_td_factor,a_meas,b_meas,c_meas,sigma_a,sigma_b,z_meas,ripple_period_m,ripple_amp_ohm,il600_db_per_m,rl_min_db
S0018,L1,Roth,LOT2026001,D100-FEP-035,CuAg0.1,0.5054204901610029,FEP,0.17934646972074522,0.8434354279349403,57.71266494675576,41.64178350515836,0.4,0.8440849488667246,0.0026657007039567076,1.2562814070351758,0.8053829522843644,1.5773058792795813e-05,4.938589868689929e-11,0.019501336159885533,98.36211957038238,1.0697857621215312,1.044380853436041,1.5806131577502756e-05,5.1502543965687435e-11,0.018548386637552542,1.8927670551354977e-07,1.5186175050342513e-12,98.85210072827444,1.2623652508631258,0.10663744623577726,0.41807185533586894,32.0
S0019,L2,Roth,LOT2026001,D100-FEP-035,CuAg0.1,0.5037429443037442,FEP,0.18092161489440584,0.8501747464234002,81.66831064337835,56.93234884679236,0.315,0.8500416202802508,0.004449000605737867,0.9900990099009901,4.803568817142843,1.6998213600764208e-05,4.71431530123214e-11,0.01527642901843041,99.67458634293502,1.1643857148957075,1.0,1.6873467263793046e-05,4.944403633098727e-11,0.01688845230391721,2.039785632091705e-07,1.514294590369642e-12,99.51907937086463,1.010469961174582,0.6274260826000435,0.44298096114525853,26.609680348163213
S0020,L3,Nitra,LOT2026001,D100-FEP-035,CuAg0.1,0.505140665741835,FEP,0.1793603066924165,0.8396605732033419,55.34219114536245,36.819667917776485,0.5,0.840302418186588,0.004830366436462289,1.5015015015015014,5.243700121956541,1.648880290366434e-05,5.2732551518570694e-11,0.021345546248681912,97.92303116462891,1.112721489939777,1.1151835696770098,1.720936860034367e-05,5.404289196258126e-11,0.020872847840356624,1.978656348439721e-07,1.5185794954056829e-12,97.62432070395867,1.5186152076928077,0.698969138416997,0.4539683059711607,29.05626657833723
S0021,L1,Roth,LOT2026001,D100-PE-050,Cu-ETP,0.6022872267880769,PE,0.3929330031418576,0.9760634777092035,58.66726690492284,42.58671915184855,0.4,0.9766460547244715,0.0027006052964886553,1.3774104683195594,0.9324902410492797,1.3544369604050864e-05,1.8386815044433187e-11,0.019262772521384565,99.1357226082297,1.1159208454646459,1.0,1.3578228843357276e-05,1.860920346059884e-11,0.01830342094966257,1.6253243524861037e-07,6.516044513329955e-13,99.30034655035006,1.350554273502793,0.11319231453720785,0.3437635920800539,32.0
S0022,L2,Roth,LOT2026001,D100-PE-050,Cu-ETP,0.6056330479748187,PE,0.4262910668862643,0.9702249389360281,74.66181512433126,57.44497893379068,0.315,0.9695811538449988,0.004999271129775984,0.9900990099009901,5.762875752486972,1.475720498907198e-05,1.6900321109325462e-11,0.01775241479845479,99.13120206108594,1.2225448837521817,1.0,1.4749643539504144e-05,1.757916688260885e-11,0.011962275214281807,1.7708645986886376e-07,6.070096332797638e-13,98.04799641783795,0.9568487041980683,0.7187713141445412,0.3718389940846416,24.90803291697048
S0023,L3,Nitra,LOT2026001,D100-PE-050,Cu-ETP,0.5932578180873197,PE,0.4078761381539122,0.9827882937291009,54.063796946312856,39.44102312160209,0.5,0.9832149114122716,0.005044765353786939,1.36986301369863,5.835761800048417,1.3839445073589118e-05,1.7712387277527753e-11,0.02328377902424095,102.35683717507902,1.1596308719910127,1.0,1.3671650279252802e-05,1.796890771412733e-11,0.023362190317440953,1.660733408830694e-07,6.313716183258325e-13,102.47661231563352,1.398262307860768,0.6987555997427064,0.3456679696453874,28.726378876658366
S0024,L1,Roth,LOT2026002,D100-PE-035,Cu-ETP,0.5066788229713093,PE,0.284710769864013,0.8568949445571586,54.05600054211321,41.523727837649304,0.4,0.8567499834076376,0.002713320288429583,1.2562814070351758,1.094719982838247,1.6161142823529353e-05,2.3708199039529464e-11,0.01939520512345563,99.53681158017838,1.1246808770274994,1.0,1.6129243005433092e-05,2.3980328322141676e-11,0.021104762750667697,1.9393371388235225e-07,8.112459711858839e-13,100.12637354089017,1.2221979207178155,0.14118950435984837,0.40947321159827316,32.0
S0025,L2,Roth,LOT2026002,D100-PE-035,Cu-ETP,0.5010703881437196,PE,0.21987849338969456,0.8454711684741263,78.18406501520111,55.08637790124419,0.315,0.8457851403815246,0.004263650842882946,0.9900990099009901,4.516324804185946,1.761261393475464e-05,2.729171129630706e-11,0.015925409566248886,96.6387540533963,1.1768324631151221,1.0,1.7203167435323433e-05,2.7935496024037863e-11,0.020397220904908586,2.113513672170557e-07,9.187513388892117e-13,96.24212108324012,1.025602320300144,0.5753394559322978,0.4381519520895426,27.222897900600284
S0026,L3,Nitra,LOT2026002,D100-PE-035,Cu-ETP,0.5065069656566774,PE,0.3439488753805108,0.8484267667285573,48.939670374249374,37.84099036050608,0.5,0.8479450374772551,0.005381071401957621,1.2919896640826873,6.006031284638367,1.704546316699128e-05,2.069790985626323e-11,0.021117918448102586,100.93350184167473,1.2024591585591253,1.0,1.7148583628693404e-05,2.070354165227853e-11,0.02384420405011565,2.0454555800389534e-07,7.209372956878969e-13,100.8956247214655,1.2983085747102507,0.8060968539480311,0.4324758954443615,26.71929554003335
S0027,L1,Roth,LOT2026002,D100-PP-022,CuSn0.3,0.40257385152313296,PP,0.3614189540888543,0.650541265343551,60.43863403941128,41.14223686907796,0.4,0.6511829621386536,0.0027087452078620703,1.2562814070351758,1.0060307456853383,2.3241008297682294e-05,2.6469789359256316e-11,0.017380501486980563,98.20164835380386,1.1222341336384958,1.0,2.2910886399856105e-05,2.7925785879387643e-11,0.02033461186918726,2.7889209957218756e-07,8.940936807776894e-13,98.13701006100192,1.2547695679759494,0.18244705347871787,0.5779561140298674,32.0
S0028,L2,Roth,LOT2026002,D100-PP-022,CuSn0.3,0.3992764946303476,PP,0.33749094267166846,0.6586551751394399,80.28391301468561,55.520581179915126,0.315,0.6586661255313654,0.005550615271585972,0.9900990099009901,6.612602562245649,2.380853170030915e-05,2.7999695525296526e-11,0.021676297276107613,99.64768330107513,1.157011647841267,1.0,2.412115373404538e-05,2.959595032503681e-11,0.015248034103900887,2.857023804037098e-07,9.399908657588957e-13,100.040495876007,1.0395769266327615,1.1585740318867461,0.6086033792498108,21.526775692477315
S0029,L3,Nitra,LOT2026002,D100-PP-022,CuSn0.3,0.3956348767152842,PP,0.38040603480798457,0.6524514743440782,48.8242968307203,39.025667648993775,0.5,0.6530620596345957,0.005397404352015737,1.25,6.122767776278741,2.435138624412607e-05,2.5290343183504605e-11,0.01626994537233691,101.36143663651265,1.1927658155546101,1.0,2.4147294121478387e-05,2.544268440552421e-11,0.014365660119870213,2.9221663492951286e-07,8.587102955051381e-13,101.63791118400619,1.2914220849045104,1.1021532869786064,0.6067516897842314,23.99275405729926
S0030,L1,Roth,LOT2026002,D100-FEP-035,CuAg0.1,0.49943045162053856,FEP,0.1914467316331719,0.8441997737008908,64.24916842525542,42.08481001899725,0.4,0.8448029330537202,0.0027119471992299556,1.2562814070351758,1.0119521042954078,1.6819366951971185e-05,4.618708476530132e-11,0.02342585920564763,100.22398244348405,1.1485674081071886,1.0,1.6887605142290284e-05,4.4280558361250266e-11,0.02844498036899146,2.0183240342365423e-07,1.4856125429590395e-12,99.93376273691206,1.2622408864501375,0.13350574377118576,0.44022965204033593,32.0
S0031,L2,Roth,LOT2026002,D100-FEP-035,CuAg0.1,0.4980485159112372,FEP,0.1454717146257684,0.837044722654033,78.4327815201006,56.162447303052595,0.315,0.8376821403815108,0.004359867234935196,0.9900990099009901,4.697580755316698,1.8173016558780443e-05,5.04511704420974e-11,0.021827983133995667,97.95382876385602,1.2095400604415942,1.0,1.788765018685623e-05,5.0542439317859744e-11,0.019084153997217322,2.1807619870536531e-07,1.6135351132629219e-12,98.1959398563426,0.9964029522847239,0.6167352552743752,0.4684823992500196,26.485927661662203
S0032,L3,Nitra,LOT2026002,D100-FEP-035,CuAg0.1,0.5035340678502117,FEP,0.26152155658007337,0.8390809185555121,51.58642026282304,36.28148142316612,0.5,0.8391674863555856,0.004769717620361842,1.4204545454545456,5.164886398105624,1.6521322961037044e-05,4.109768370944987e-11,0.01775988800604359,101.14111645742429,1.1478934866066826,1.0245041119060772,1.6707403409364217e-05,4.122861947139744e-11,0.018168422924167916,1.9825587553244454e-07,1.303441252167982e-12,100.73884003715624,1.3832620093921166,0.7085584409994675,0.4339840462033819,28.407905064818895
S0033,L1,Roth,LOT2026002,D100-PE-050,Cu-ETP,0.5932601631458562,PE,0.40356571523620327,0.9795388657833273,67.63040316432031,42.340798253196475,0.4,0.979276587790161,0.002713583449605884,1.2562814070351758,0.9259880785651629,1.3402473598518128e-05,1.790549519556566e-11,0.018062980426984357,101.7834038172265,1.1167292255771337,1.0,1.3445961719033361e-05,1.8024908640158468e-11,0.0167732464731341,1.6082968318221755e-07,6.371648558669697e-13,101.47753005183762,1.2406952216454064,0.11125555953096274,0.34017308307528976,32.0
S0034,L2,Roth,LOT2026002,D100-PE-050,Cu-ETP,0.5995235805683032,PE,0.4036392663253389,0.9947671164395893,85.03092224656359,53.970809369849064,0.315,0.9952375450717474,0.005886777489351355,0.9900990099009901,7.103851780606135,1.3953787742958066e-05,1.790219037917015e-11,0.019758264047175022,102.36527515489219,1.1816580137115051,1.0,1.4175477228251919e-05,1.774450887070971e-11,0.020290245537326616,1.674454529154968e-07,6.370657113751044e-13,101.78397994343696,0.979459256988184,0.838097172160204,0.35787439436482715,24.055667892296746
S0035,L3,Nitra,LOT2026002,D100-PE-050,Cu-ETP,0.5896023387078638,PE,0.41877844455140584,0.984631468466765,53.19456335465289,38.4732889826725,0.5,0.985278194357906,0.0041327303517567655,1.3812154696132597,4.05751794703711,1.3211665840989898e-05,1.8396872471987144e-11,0.015593978229064078,103.77257947366198,1.1154244367287485,1.0677791017079101,1.3416432034805087e-05,1.9051282454216666e-11,0.01459596429693149,1.5853999009187878e-07,6.168729873780464e-13,104.07300146004582,1.3535131485401102,0.48491545935526115,0.3400654918903042,31.736355957771025
S0036,L1,Roth,LOT2026003,D100-PE-035,Cu-ETP,0.49603594592481437,PE,0.29439457965278265,0.8401772212368376,55.908319038093914,40.133155802978294,0.4,0.8407375670046533,0.002698944933555158,1.392757660167131,0.8716716230737064,1.606081291640086e-05,2.319935354444689e-11,0.030809453144592373,100.10835022665943,1.100504293983677,1.0,1.5735982478918196e-05,2.349351421634643e-11,0.03366847196398573,1.9272975499681033e-07,7.959806063334067e-13,100.57474273753252,1.384025311036866,0.11502834152865864,0.3995487597866793,32.0
S0037,L2,Roth,LOT2026003,D100-PE-035,Cu-ETP,0.5005195167740817,PE,0.27067111927499965,0.853762680420828,84.24000386813206,55.67348261363337,0.315,0.8542909152605928,0.005328391272100007,0.9900990099009901,6.273448812585521,1.6630062922440297e-05,2.445788071580811e-11,0.02457944414034777,99.89584146237016,1.1473689239318763,1.0,1.673909290686108e-05,2.5258896788442993e-11,0.028480645243869663,1.9956075506928357e-07,8.337364214742432e-13,100.70895673301234,0.9617236292648543,0.8036785530238092,0.4251788645790477,24.049081076996362
S0038,L3,Nitra,LOT2026003,D100-PE-035,Cu-ETP,0.5022449983167904,PE,0.31079336580545935,0.8392224908870518,55.114027944021906,38.28377788208461,0.5,0.8392868243999667,0.0051614219633781015,1.440922190201729,5.835648849525377,1.614732507761652e-05,2.235277913044567e-11,0.020122744508751032,99.27318085224206,1.1109356691334364,1.0,1.6174507435670114e-05,2.1567706561087502e-11,0.010920538395852953,1.9376790093139825e-07,7.7058337391337e-13,99.4506415165345,1.4275932458943477,0.7820288631080775,0.40913397034820753,27.663047528385945
S0039,L1,Roth,LOT2026003,D100-PP-022,CuSn0.3,0.40011468782176973,PP,0.3388203828213554,0.6574954318280901,56.41180320995231,41.433111140785414,0.4,0.6575917828620091,0.002701740894040261,1.2562814070351758,1.0157300233104218,2.2602958128952183e-05,2.7913400050769753e-11,0.01818754095259177,99.25529063477005,1.0963964181264287,1.0,2.2627182190731288e-05,2.6745676270502636e-11,0.019689212855940427,2.712354975474262e-07,9.374020015230925e-13,99.8048673805488,1.270276170636684,0.17877586335875892,0.5702987164138753,32.0
S0040,L2,Roth,LOT2026003,D100-PP-022,CuSn0.3,0.3990936741458841,PP,0.2976826636850464,0.6470340479546511,81.6666271534204,53.29908283391269,0.315,0.6467111879349526,0.0038302205327155397,0.9900990099009901,3.782996066743304,2.610131131345818e-05,3.0655941423413144e-11,0.025498504429634465,96.07267127997885,1.2223658405398434,1.0,2.6250684973837326e-05,2.9523684605426944e-11,0.017406202306007132,3.1321573576149817e-07,1.0196782427023943e-12,96.27121552426324,0.9738629447976591,0.6708220583604488,0.66072275721296,25.388582188389552
S0041,L3,Nitra,LOT2026003,D100-PP-022,CuSn0.3,0.39910301241312574,PP,0.3705616857502843,0.6543859278942695,47.28865008815887,38.80457834270967,0.5,0.6550408592926819,0.00438166993513485,1.2195121951219512,4.591744654384518,2.3711490982357998e-05,2.5898089435121344e-11,0.023516283551164276,100.28186196739827,1.159125409391993,1.0,2.320835356014795e-05,2.6801245575677154e-11,0.01935447050977079,2.84537891788296e-07,8.769426830536403e-13,99.71215834931203,1.1971425189003864,0.8236119672079493,0.5845677774130348,25.771686664303953
S0042,L1,Roth,LOT2026003,D100-FEP-035,CuAg0.1,0.5002956487480839,FEP,0.19688536217669816,0.8508770257943338,56.813122232449665,41.03526321630071,0.4,0.8506428431732767,0.0027419751370482363,1.2562814070351758,1.125115456369149,1.5960440653437526e-05,4.569765786891343e-11,0.015680687068689685,101.10470740444417,1.1013951208028563,1.0,1.5642705779228175e-05,4.639526741204304e-11,0.01227354492679287,1.915252878412503e-07,1.4709297360674029e-12,101.47016968763572,1.249647562775814,0.1470751101948145,0.41100413506854483,32.0
S0043,L2,Roth,LOT2026003,D100-FEP-035,CuAg0.1,0.5040529534051301,FEP,0.19310508084312622,0.8401465509337266,80.00770870066226,54.64413773966501,0.315,0.8407298227353504,0.004440847209439243,0.9900990099009901,4.802028170135734,1.7642982292834748e-05,4.804554125062844e-11,0.014591698899644987,98.71460672899016,1.1976495340491484,1.0436171127210974,1.7811897323829013e-05,4.5952202862960224e-11,0.011887418293585588,2.1171578751401698e-07,1.4811255296117904e-12,98.85325157788995,0.997732965427711,0.6418970788813487,0.46387240496185883,26.21738157285676
S0044,L3,Nitra,LOT2026003,D100-FEP-035,CuAg0.1,0.4918607782879587,FEP,0.1674907636847533,0.8572500851554073,50.52871166104133,38.521574224247246,0.5,0.8573625146778917,0.004652475743264395,1.3123359580052494,5.211868119672044,1.6514242675037988e-05,4.838038726215345e-11,0.026072816995524457,102.71938581548724,1.138291353743343,1.0,1.659871838044731e-05,4.9448578147832395e-11,0.031431229375503925,1.9817091210045586e-07,1.5514116178646034e-12,102.29092772313132,1.2753727143761389,0.6608481541714132,0.43625433422578835,28.442531812804063
S0045,L1,Roth,LOT2026003,D100-PE-050,Cu-ETP,0.6063298683810111,PE,0.4055191564246678,0.986932514127774,58.4178134088985,42.207461527692146,0.4,0.9865144048361125,0.0026950635563877424,1.3850415512465375,0.821705195257923,1.3534104960091838e-05,1.908127030217645e-11,0.021628365694199906,100.17820334682342,1.1343641838622918,1.070908330258886,1.3365383387179683e-05,1.9091067409247977e-11,0.016989912284063498,1.6240925952110205e-07,6.34535116490232e-13,100.45856001310077,1.3333582753337496,0.09889927596229867,0.3388390292084265,32.0
S0046,L2,Roth,LOT2026003,D100-PE-050,Cu-ETP,0.6090508953142476,PE,0.4149707323365095,0.9832664785542947,77.09574375502812,58.76517494599397,0.315,0.9836535067246296,0.004936251017708796,0.9900990099009901,5.67170718188106,1.4902326785424762e-05,1.7397058250346853e-11,0.017348732125325946,99.59305710649747,1.2473188817444685,1.0,1.472148729552292e-05,1.7377676898852283e-11,0.020291945685810654,1.7882792142509714e-07,6.219117475104055e-13,100.25351528372325,1.0010300203080846,0.6913598121166883,0.3710287558434876,25.678215424969384
S0047,L3,Nitra,LOT2026003,D100-PE-050,Cu-ETP,0.593592487247151,PE,0.36707485741633333,0.9685894253649027,46.220880670824066,39.28572097119993,0.5,0.9691873131435673,0.0048271870166256515,1.1764705882352942,5.680545624117146,1.3863072789075856e-05,1.9587357210781285e-11,0.02937912662207114,98.87565018890612,1.1227369507181106,1.0,1.3945524313487402e-05,1.9876684411444812e-11,0.02888991046265697,1.6635687346891027e-07,6.876207163234385e-13,99.09569079265388,1.1716376101617767,0.6845636496354165,0.35352137770873077,27.06815117838296
S0048,L1,Roth,LOT2026004,D100-PE-035,Cu-ETP,0.50743759463783,PE,0.2929239519957554,0.8608173136762751,57.46969814256558,41.779834171229886,0.4,0.8603544416350266,0.002716110839611761,1.2562814070351758,1.1459865831525475,1.5630498290518518e-05,2.3276199339576585e-11,0.02172221118912682,100.21808170403352,1.0968375576959337,1.0,1.5648443022273973e-05,2.3506450462373002e-11,0.024486865265768296,1.8756597948622222e-07,7.982859801872975e-13,100.22807160188232,1.223806776792986,0.1473898026455955,0.3974118766853831,32.0
S0049,L2,Roth,LOT2026004,D100-PE-035,Cu-ETP,0.5048733926098073,PE,0.2853504902470121,0.8488573350069528,81.28544497422375,57.27413442893563,0.315,0.8489424172546453,0.004823538638016801,0.9900990099009901,5.400732051815952,1.76326620657914e-05,2.476947916325606e-11,0.019569250648174535,98.91510925166922,1.2150769075747754,1.0462568167051873,1.752583115762816e-05,2.4574456859392366e-11,0.017543068820651642,2.1159194478949682e-07,8.102313342509548e-13,98.74223772856112,0.9799179972018611,0.7055695973927887,0.4440388268520211,25.25702493215194
